Dataset;Training release;%Training;%Defective in training;%Defective in testing;Classifier;Balancing;Feature selection;TP;FP;TN;FN;Precision;Recall;ROC Area;Kappa
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;No sampling;No selection;2689.0;91.0;60.0;2.0;0.9672661870503597;0.9992567818654775;0.9147563253523519;0.54944410540348
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;Oversampling;No selection;2245.0;24.0;127.0;446.0;0.989422653151168;0.8342623560014865;0.9079824580832355;0.2912199227194435
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;Oversampling;No selection;2345.0;65.0;86.0;346.0;0.9730290456431535;0.8714232627276105;0.8049187751174506;0.2347712493661644
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;Oversampling;No selection;2251.0;24.0;127.0;440.0;0.9894505494505494;0.8364920104050538;0.83652892521306;0.2945634834448001
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;Undersampling;No selection;2147.0;11.0;140.0;544.0;0.994902687673772;0.7978446674098848;0.9464280001279713;0.2719554378440456
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;Undersampling;No selection;224.0;12.0;139.0;2467.0;0.9491525423728814;0.08324043106651802;0.7635483497850327;4.347096964948761E-4
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;Undersampling;No selection;2162.0;15.0;136.0;529.0;0.9931097841065687;0.8034188034188035;0.8547869892528689;0.27012683158959155
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;SMOTE;No selection;2687.0;18.0;133.0;4.0;0.9933456561922366;0.998513563730955;0.9716408139961265;0.9195441642367611
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;SMOTE;No selection;2551.0;79.0;72.0;140.0;0.9699619771863118;0.9479747305834262;0.7573023642704034;0.356775683066321
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;Ibk;SMOTE;No selection;2681.0;15.0;136.0;10.0;0.9944362017804155;0.9962839093273876;0.9537642029723803;0.9111855016737873
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;RandomForest;No sampling;Best first;2691.0;96.0;55.0;0.0;0.9655543595263725;1.0;0.7812059329479427;0.5203729682407413
STORM;5;0.8814215341308937;0.05389221556886228;0.04747774480712166;NaiveBayes;No sampling;Best first;2691.0;96.0;55.0;0.0;0.9655543595263725;1.0;0.7812059329479427;0.5203729682407413
